id,Title,bodyPart,target,Equipment,secondaryMuscles,instructions,Desc,difficulty,category,updated_at,gifUrl,exercise_type
350,dumbbell lying supine curl,upper arms,biceps,dumbbell,"[""forearms""]","[""Lie flat on a bench with a dumbbell in each hand, palms facing up and arms fully extended."",""Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps."",""Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level."",""Hold the contracted position for a brief pause as you squeeze your biceps."",""Inhale and slowly begin to lower the dumbbells back to the starting position."",""Repeat for the desired number of repetitions.""]","The dumbbell lying supine curl is an isolation exercise targeting the biceps, performed while lying flat on a bench. It emphasizes strict form and minimizes cheating by stabilizing the body.",beginner,strength,2026-01-03 11:42:08.533146+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0350.gif,W
351,dumbbell lying triceps extension,upper arms,triceps,dumbbell,"[""shoulders""]","[""Lie flat on a bench with a dumbbell in each hand, palms facing each other."",""Extend your arms straight up over your chest, keeping your elbows close to your body."",""Lower the dumbbells down towards your forehead, bending your elbows."",""Pause for a moment, then extend your arms back up to the starting position."",""Repeat for the desired number of repetitions.""]","The dumbbell lying triceps extension is an isolation exercise targeting the triceps, performed while lying on a bench and extending the arms with dumbbells.",beginner,strength,2026-01-03 11:42:08.686744+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0351.gif,W
352,dumbbell neutral grip bench press,upper arms,triceps,dumbbell,"[""chest"",""shoulders""]","[""Lie flat on a bench with your feet flat on the ground and your back pressed against the bench."",""Hold a dumbbell in each hand with a neutral grip (palms facing each other) and your arms extended straight up over your chest."",""Slowly lower the dumbbells down towards your chest, keeping your elbows close to your body."",""Pause for a moment at the bottom, then push the dumbbells back up to the starting position, fully extending your arms."",""Repeat for the desired number of repetitions.""]","The dumbbell neutral grip bench press is a pressing exercise performed on a bench using dumbbells with palms facing each other. It primarily targets the triceps, with secondary emphasis on the chest and shoulders.",beginner,strength,2026-01-03 11:42:08.851668+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0352.gif,W
353,dumbbell one arm concentration curl (on stability ball),upper arms,biceps,dumbbell,"[""forearms""]","[""Sit on a stability ball with your feet flat on the ground and your knees bent at a 90-degree angle."",""Hold a dumbbell in one hand with your palm facing up and your arm extended down towards the floor."",""Rest your elbow on the inside of your thigh, just above the knee."",""Keeping your upper arm stationary, exhale and curl the dumbbell up towards your shoulder while contracting your biceps."",""Pause for a moment at the top of the movement, then inhale and slowly lower the dumbbell back down to the starting position."",""Repeat for the desired number of repetitions, then switch arms and repeat.""]","The dumbbell one arm concentration curl (on stability ball) is an isolation exercise targeting the biceps, performed while seated on a stability ball to increase core engagement and balance requirements.",intermediate,strength,2026-01-03 11:42:09.041187+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0353.gif,W
354,dumbbell one arm kickback,upper arms,triceps,dumbbell,"[""shoulders""]","[""Stand with your feet shoulder-width apart and hold a dumbbell in your right hand."",""Bend your knees slightly and hinge forward at the hips, keeping your back straight."",""Bring your right elbow up to your side, keeping it bent at a 90-degree angle."",""Extend your right arm straight back, squeezing your triceps at the top of the movement."",""Slowly lower the dumbbell back to the starting position."",""Repeat for the desired number of repetitions, then switch sides.""]","The dumbbell one arm kickback is an isolation exercise targeting the triceps. It is performed by hinging at the hips, keeping the back straight, and extending the arm back while holding a dumbbell.",beginner,strength,2026-01-03 11:42:09.17049+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0354.gif,W
355,dumbbell one arm lateral raise,shoulders,delts,dumbbell,"[""trapezius"",""triceps""]","[""Stand with your feet shoulder-width apart, holding a dumbbell in one hand with your palm facing your body."",""Keep your back straight and your core engaged throughout the exercise."",""Raise the dumbbell to the side, keeping your arm straight and your palm facing down."",""Continue lifting until your arm is parallel to the ground."",""Pause for a moment at the top, then slowly lower the dumbbell back to the starting position."",""Repeat for the desired number of repetitions, then switch to the other arm.""]","The dumbbell one arm lateral raise is an isolation exercise targeting the deltoid muscles, particularly the lateral (side) head. It also engages the trapezius and triceps as secondary muscles. This exercise helps build shoulder strength and definition, and is commonly used in strength training routines.",beginner,strength,2026-01-03 11:42:09.301273+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0355.gif,W
356,dumbbell one arm lateral raise with support,shoulders,delts,dumbbell,"[""trapezius"",""rotator cuff""]","[""Stand with your feet shoulder-width apart and hold a dumbbell in one hand, with your palm facing your body."",""Place your other hand on a stable surface, such as a bench or wall, for support."",""Keep your back straight and engage your core."",""Raise the dumbbell out to the side, keeping your arm straight and your palm facing down."",""Continue lifting until your arm is parallel to the ground."",""Pause for a moment at the top, then slowly lower the dumbbell back down to the starting position."",""Repeat for the desired number of repetitions, then switch sides.""]","The dumbbell one arm lateral raise with support is an isolation exercise targeting the deltoid muscles of the shoulder. By using a support, it allows for better form and focus on the shoulder muscles, reducing the risk of using momentum or improper technique.",beginner,strength,2026-01-03 11:42:09.462441+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0356.gif,W
358,dumbbell one arm reverse wrist curl,lower arms,forearms,dumbbell,"[""wrist extensors""]","[""Sit on a bench or chair with your feet flat on the ground."",""Hold a dumbbell in one hand with an overhand grip, palm facing down."",""Rest your forearm on your thigh, with your wrist hanging off the edge."",""Slowly lower the dumbbell towards the ground by flexing your wrist."",""Pause for a moment at the bottom, then slowly curl your wrist back up towards your body."",""Repeat for the desired number of repetitions, then switch to the other arm.""]","The dumbbell one arm reverse wrist curl targets the forearms and wrist extensors by requiring the lifter to curl a dumbbell upward using only the wrist, with the forearm supported on the thigh. This exercise helps build forearm strength and endurance.",beginner,strength,2026-01-03 11:42:09.630945+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0358.gif,W
359,dumbbell one arm reverse fly (with support),shoulders,delts,dumbbell,"[""trapezius"",""rhomboids""]","[""Sit on a bench with your feet flat on the ground and your back straight."",""Hold a dumbbell in one hand with your palm facing inwards."",""Lean forward and place your free hand on the bench for support."",""Keep your arm slightly bent and raise it out to the side until it is parallel to the ground."",""Pause for a moment at the top, then slowly lower your arm back down to the starting position."",""Repeat for the desired number of repetitions, then switch arms.""]","The dumbbell one arm reverse fly (with support) is an isolation exercise targeting the rear deltoids, with additional activation of the trapezius and rhomboids. It is performed seated, with one arm supported on a bench for stability, making it accessible for those developing shoulder strength and control.",beginner,strength,2026-01-03 11:42:09.752441+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0359.gif,W
360,dumbbell one arm shoulder press v. 2,shoulders,delts,dumbbell,"[""triceps"",""upper back""]","[""Stand with your feet shoulder-width apart and hold a dumbbell in one hand at shoulder level, palm facing forward."",""Engage your core and press the dumbbell straight up overhead, fully extending your arm."",""Pause for a moment at the top, then slowly lower the dumbbell back to shoulder level."",""Repeat for the desired number of repetitions, then switch to the other arm.""]","The dumbbell one arm shoulder press v. 2 is a unilateral overhead pressing exercise that targets the deltoid muscles, while also engaging the triceps and upper back for stabilization. This movement helps build shoulder strength and stability, and challenges core engagement due to the single-arm nature of the exercise.",intermediate,strength,2026-01-03 11:42:09.888332+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0360.gif,W
361,dumbbell one arm shoulder press,shoulders,delts,dumbbell,"[""triceps"",""upper back""]","[""Stand with your feet shoulder-width apart and hold a dumbbell in one hand at shoulder level, palm facing forward."",""Press the dumbbell upward until your arm is fully extended overhead."",""Pause for a moment at the top, then slowly lower the dumbbell back to the starting position."",""Repeat for the desired number of repetitions, then switch to the other arm.""]","The dumbbell one arm shoulder press is a unilateral overhead pressing exercise that targets the deltoid muscles, with secondary emphasis on the triceps and upper back. It requires core stability and coordination to maintain balance while pressing with one arm.",intermediate,strength,2026-01-03 11:42:10.055137+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0361.gif,W
362,dumbbell one arm triceps extension (on bench),upper arms,triceps,dumbbell,"[""shoulders""]","[""Sit on a bench with your back straight and feet flat on the ground."",""Hold a dumbbell in one hand and place your other hand on the bench for support."",""Raise the dumbbell overhead, keeping your upper arm close to your head and your elbow pointing forward."",""Lower the dumbbell behind your head by bending your elbow, keeping your upper arm stationary."",""Extend your arm back up to the starting position, fully straightening your elbow."",""Repeat for the desired number of repetitions, then switch arms.""]","The dumbbell one arm triceps extension (on bench) is an isolation exercise targeting the triceps, performed while seated on a bench. It involves extending the arm overhead with a dumbbell to work the triceps, with the shoulders acting as a secondary stabilizer.",beginner,strength,2026-01-03 11:42:10.20432+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0362.gif,W
363,dumbbell one arm upright row,shoulders,delts,dumbbell,"[""traps"",""biceps""]","[""Stand with your feet shoulder-width apart, holding a dumbbell in one hand with an overhand grip."",""Let the dumbbell hang at arm's length in front of your thighs, with your palm facing your body."",""Keeping your back straight and your core engaged, exhale and lift the dumbbell straight up towards your chin, leading with your elbow."",""Pause for a moment at the top, then inhale and slowly lower the dumbbell back down to the starting position."",""Repeat for the desired number of repetitions, then switch to the other arm.""]","The dumbbell one arm upright row is a unilateral shoulder exercise that targets the deltoids, with secondary emphasis on the traps and biceps. It involves lifting a dumbbell with one arm in an upright rowing motion.",beginner,strength,2026-01-03 11:42:10.334307+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0363.gif,W
364,dumbbell one arm wrist curl,lower arms,forearms,dumbbell,"[""biceps"",""brachialis""]","[""Sit on a bench or chair with your feet flat on the ground."",""Hold a dumbbell in one hand with an underhand grip, resting your forearm on your thigh."",""Allow your wrist to extend, letting the dumbbell roll down towards your fingers."",""Slowly curl your wrist back up, bringing the dumbbell towards your forearm."",""Repeat for the desired number of repetitions, then switch to the other hand.""]","The dumbbell one arm wrist curl is an isolation exercise targeting the forearm muscles, particularly the wrist flexors. It is performed seated, with the forearm supported and the wrist curling a dumbbell upward.",beginner,strength,2026-01-03 11:42:10.462311+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0364.gif,W
365,dumbbell over bench neutral wrist curl,upper arms,biceps,dumbbell,"[""forearms""]","[""Sit on a bench with your feet flat on the ground and hold a dumbbell in each hand, palms facing up."",""Rest your forearms on the bench, allowing your wrists to hang off the edge."",""Keeping your upper arms stationary, exhale and curl the dumbbells up towards your shoulders."",""Pause for a moment at the top, then inhale and slowly lower the dumbbells back down to the starting position."",""Repeat for the desired number of repetitions.""]","The dumbbell over bench neutral wrist curl is an isolation exercise targeting the biceps and forearms. It is performed seated, with the forearms resting on a bench and the wrists hanging off the edge, curling dumbbells upward with a neutral grip.",beginner,strength,2026-01-03 11:42:10.602702+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0365.gif,W
366,dumbbell over bench one arm neutral wrist curl,upper arms,biceps,dumbbell,"[""forearms""]","[""Sit on a bench with a dumbbell in one hand and your arm extended over the bench, palm facing up."",""Keep your upper arm stationary and curl the dumbbell towards your shoulder, keeping your wrist in a neutral position."",""Pause for a moment at the top, then slowly lower the dumbbell back to the starting position."",""Repeat for the desired number of repetitions, then switch arms.""]","The dumbbell over bench one arm neutral wrist curl is an isolation exercise targeting the biceps and forearms. It is performed seated, with the arm extended over a bench and the wrist in a neutral position, curling the dumbbell towards the shoulder.",beginner,strength,2026-01-03 11:42:10.736606+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0366.gif,W
367,dumbbell over bench one arm wrist curl,lower arms,forearms,dumbbell,"[""biceps"",""shoulders""]","[""Sit on a bench with your feet flat on the ground and hold a dumbbell in one hand, palm facing down."",""Rest your forearm on the bench with your wrist hanging off the edge."",""Slowly curl your wrist upwards, bringing the dumbbell towards your forearm."",""Pause for a moment at the top, then slowly lower the dumbbell back down to the starting position."",""Repeat for the desired number of repetitions, then switch to the other arm.""]","The dumbbell over bench one arm wrist curl is an isolation exercise targeting the forearm muscles. It is performed seated, with the forearm resting on a bench and the wrist curling a dumbbell upward.",beginner,strength,2026-01-03 11:42:10.986441+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0367.gif,W
368,dumbbell over bench reverse wrist curl,lower arms,forearms,dumbbell,"[""biceps"",""brachialis""]","[""Sit on a bench with your feet flat on the ground and hold a dumbbell in each hand, palms facing down."",""Rest your forearms on the bench, allowing your wrists to hang off the edge."",""Slowly curl your wrists upward, bringing the dumbbells towards your body."",""Pause for a moment at the top, then slowly lower the dumbbells back down to the starting position."",""Repeat for the desired number of repetitions.""]","The dumbbell over bench reverse wrist curl is an isolation exercise targeting the forearms, specifically the wrist extensors. It is performed seated with the forearms resting on a bench and the wrists hanging off the edge, curling the dumbbells upward with the backs of the hands facing up.",beginner,strength,2026-01-03 11:42:11.120425+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0368.gif,W
369,dumbbell over bench wrist curl,lower arms,forearms,dumbbell,"[""biceps"",""brachialis""]","[""Sit on a bench with your forearms resting on the bench and your palms facing up, holding a dumbbell in each hand."",""Allow your wrists to hang over the edge of the bench."",""Slowly curl your wrists upward, squeezing your forearms at the top of the movement."",""Pause for a moment, then slowly lower your wrists back down to the starting position."",""Repeat for the desired number of repetitions.""]","The dumbbell over bench wrist curl is an isolation exercise targeting the forearms. It is performed by sitting on a bench with your forearms resting on the bench, palms up, and curling your wrists upward with dumbbells.",beginner,strength,2026-01-03 11:42:11.355114+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0369.gif,W
370,dumbbell preacher hammer curl,upper arms,biceps,dumbbell,"[""forearms""]","[""Stand up straight with a dumbbell in each hand, palms facing your torso."",""Keep your elbows close to your torso and rotate the palms of your hands until they are facing forward."",""This will be your starting position."",""Now, keeping the upper arms stationary, exhale and curl the weights while contracting your biceps."",""Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level."",""Hold the contracted position for a brief pause as you squeeze your biceps."",""Then, inhale and slowly begin to lower the dumbbells back to the starting position."",""Repeat for the recommended amount of repetitions.""]","The dumbbell preacher hammer curl is an isolation exercise targeting the biceps and forearms. It is performed with dumbbells while keeping the upper arms stationary, focusing on strict form to maximize biceps engagement.",beginner,strength,2026-01-03 11:42:11.515682+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0370.gif,W
371,dumbbell plyo squat,upper legs,glutes,dumbbell,"[""quadriceps"",""hamstrings"",""calves""]","[""Stand with your feet shoulder-width apart, holding a dumbbell in each hand at your sides."",""Lower your body into a squat position by bending your knees and pushing your hips back."",""As you reach the bottom of the squat, explode upward, jumping off the ground."",""While in the air, quickly switch the position of your feet, landing with your opposite foot forward."",""Immediately lower your body back into a squat position and repeat the jump, switching your feet again."",""Continue alternating the position of your feet with each jump for the desired number of repetitions.""]","The dumbbell plyo squat is a dynamic lower body exercise that combines a squat with a plyometric jump, performed while holding dumbbells. It targets the glutes, quadriceps, hamstrings, and calves, and requires explosive power, coordination, and balance.",advanced,plyometrics,2026-01-03 11:42:11.827433+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0371.gif,W
372,dumbbell preacher curl,upper arms,biceps,dumbbell,"[""forearms""]","[""Sit on a preacher curl bench with your upper arms resting on the pad and your chest against it."",""Hold a dumbbell in each hand with your palms facing up and your arms fully extended."",""Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps."",""Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level."",""Hold the contracted position for a brief pause as you squeeze your biceps."",""Inhale and slowly begin to lower the dumbbells back to the starting position."",""Repeat for the desired number of repetitions.""]","The dumbbell preacher curl is an isolation exercise targeting the biceps, performed on a preacher bench to minimize shoulder involvement and maximize biceps engagement.",beginner,strength,2026-01-03 11:42:12.021881+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0372.gif,W
373,dumbbell pronate-grip triceps extension,upper arms,triceps,dumbbell,"[""forearms""]","[""Sit on a bench or chair with your back straight and feet flat on the ground."",""Hold a dumbbell with both hands, palms facing down, and extend your arms straight up overhead."",""Keeping your upper arms close to your head and elbows pointing forward, slowly lower the dumbbell behind your head by bending your elbows."",""Pause for a moment, then extend your arms back up to the starting position."",""Repeat for the desired number of repetitions.""]","The dumbbell pronate-grip triceps extension is an upper arm exercise that targets the triceps using a dumbbell with a pronated (palms-down) grip. It is performed seated, with the dumbbell extended overhead and lowered behind the head.",intermediate,strength,2026-01-03 11:42:12.139887+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0373.gif,W
374,dumbbell prone incline curl,upper arms,biceps,dumbbell,"[""forearms""]","[""Adjust the bench to a 45-degree incline."",""Lie face down on the bench with your chest and stomach resting against it."",""Hold a dumbbell in each hand with your palms facing down and your arms fully extended."",""Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps."",""Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level."",""Hold the contracted position for a brief pause as you squeeze your biceps."",""Inhale and slowly begin to lower the dumbbells back to the starting position."",""Repeat for the desired number of repetitions.""]","The dumbbell prone incline curl is an isolation exercise targeting the biceps, performed while lying face down on an incline bench. This position minimizes cheating and emphasizes strict biceps contraction.",intermediate,strength,2026-01-03 11:42:12.310619+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0374.gif,W
375,dumbbell pullover,chest,pectorals,dumbbell,"[""latissimus dorsi"",""triceps""]","[""Lie flat on a bench with your head at one end and your feet on the floor."",""Hold a dumbbell with both hands and extend your arms straight above your chest."",""Keeping a slight bend in your elbows, slowly lower the dumbbell behind your head until you feel a stretch in your chest and shoulders."",""Pause for a moment, then raise the dumbbell back to the starting position."",""Repeat for the desired number of repetitions.""]","The dumbbell pullover is a chest exercise performed lying on a bench, where you lower a dumbbell behind your head and then bring it back over your chest, targeting the pectorals and also engaging the lats and triceps.",intermediate,strength,2026-01-03 11:42:12.446879+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0375.gif,W
376,dumbbell raise,shoulders,delts,dumbbell,"[""traps"",""rhomboids""]","[""Stand with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing your body."",""Keep your back straight and engage your core."",""Raise your arms out to the sides until they are parallel to the floor, keeping a slight bend in your elbows."",""Pause for a moment at the top, then slowly lower your arms back down to the starting position."",""Repeat for the desired number of repetitions.""]","The dumbbell raise is a shoulder exercise that targets the deltoid muscles, with secondary emphasis on the traps and rhomboids. It involves lifting dumbbells out to the sides to shoulder height, focusing on controlled movement and proper form.",beginner,strength,2026-01-03 11:42:12.616211+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0376.gif,W
377,dumbbell rear delt row (shoulder),shoulders,delts,dumbbell,"[""trapezius"",""rhomboids""]","[""Stand with your feet shoulder-width apart and knees slightly bent."",""Hold a dumbbell in each hand with your palms facing your body."",""Bend forward at the waist, keeping your back straight and your core engaged."",""Extend your arms straight down towards the floor, with a slight bend in your elbows."",""Raise the dumbbells out to the sides, squeezing your shoulder blades together."",""Pause for a moment at the top, then slowly lower the dumbbells back to the starting position."",""Repeat for the desired number of repetitions.""]","The dumbbell rear delt row (shoulder) is an exercise targeting the rear deltoids, as well as the trapezius and rhomboids. It involves a bent-over position and rowing motion to strengthen the upper back and shoulders.",intermediate,strength,2026-01-03 11:42:12.740153+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0377.gif,W
378,dumbbell rear fly,shoulders,delts,dumbbell,"[""trapezius"",""rhomboids""]","[""Stand with your feet shoulder-width apart and hold a dumbbell in each hand."",""Bend your knees slightly and hinge forward at the hips, keeping your back straight."",""Extend your arms straight down towards the ground, palms facing each other."",""Keeping a slight bend in your elbows, lift your arms out to the sides and squeeze your shoulder blades together."",""Pause for a moment at the top, then slowly lower your arms back down to the starting position."",""Repeat for the desired number of repetitions.""]","The dumbbell rear fly is an isolation exercise that targets the rear deltoids, with secondary emphasis on the trapezius and rhomboids. It is performed by hinging at the hips, maintaining a straight back, and lifting dumbbells out to the sides while squeezing the shoulder blades together.",intermediate,strength,2026-01-03 11:42:12.899379+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0378.gif,W
379,dumbbell rear lateral raise (support head),shoulders,delts,dumbbell,"[""traps"",""rhomboids""]","[""Stand with your feet shoulder-width apart and hold a dumbbell in each hand."",""Bend your knees slightly and hinge forward at the hips, keeping your back straight."",""Raise your arms out to the sides, keeping a slight bend in your elbows, until they are parallel to the ground."",""Pause for a moment at the top, then slowly lower your arms back down to the starting position."",""Repeat for the desired number of repetitions.""]","The dumbbell rear lateral raise (support head) is an isolation exercise targeting the rear deltoids, with secondary emphasis on the traps and rhomboids. It involves hinging forward at the hips and raising dumbbells out to the sides, focusing on shoulder stability and control.",intermediate,strength,2026-01-03 11:42:11.647666+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0379.gif,W
380,dumbbell rear lateral raise,shoulders,delts,dumbbell,"[""traps"",""rhomboids""]","[""Stand with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing your body."",""Bend your knees slightly and hinge forward at the hips, keeping your back straight and core engaged."",""Raise your arms out to the sides, keeping a slight bend in your elbows, until they are parallel to the floor."",""Pause for a moment at the top, then slowly lower your arms back down to the starting position."",""Repeat for the desired number of repetitions.""]","The dumbbell rear lateral raise is an isolation exercise targeting the rear deltoids, with secondary emphasis on the traps and rhomboids. It is performed by hinging at the hips and raising dumbbells out to the sides, focusing on shoulder movement.",intermediate,strength,2026-01-03 11:42:13.174553+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0380.gif,W
381,dumbbell rear lunge,upper legs,glutes,dumbbell,"[""quadriceps"",""hamstrings"",""calves""]","[""Stand with your feet shoulder-width apart, holding a dumbbell in each hand."",""Take a step backward with your right foot, lowering your body into a lunge position."",""Bend your left knee and lower your body until your left thigh is parallel to the ground."",""Pause for a moment, then push through your left heel to return to the starting position."",""Repeat on the other side, stepping back with your left foot.""]","The dumbbell rear lunge is a lower body exercise that targets the glutes, with secondary emphasis on the quadriceps, hamstrings, and calves. It involves stepping backward into a lunge while holding dumbbells, challenging balance and unilateral leg strength.",intermediate,strength,2026-01-03 11:42:13.317273+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0381.gif,W
382,dumbbell reverse grip biceps curl,upper arms,biceps,dumbbell,"[""forearms""]","[""Stand up straight with a dumbbell in each hand, palms facing down and arms fully extended."",""Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps."",""Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level."",""Hold the contracted position for a brief pause as you squeeze your biceps."",""Inhale and slowly begin to lower the dumbbells back to the starting position."",""Repeat for the desired number of repetitions.""]","The dumbbell reverse grip biceps curl is an exercise targeting the biceps and forearms, performed by curling dumbbells with an overhand grip.",beginner,strength,2026-01-03 11:42:13.458215+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0382.gif,W
383,dumbbell reverse fly,shoulders,delts,dumbbell,"[""trapezius"",""rhomboids""]","[""Stand with your feet shoulder-width apart and hold a dumbbell in each hand."",""Bend your knees slightly and hinge forward at the hips, keeping your back straight."",""Extend your arms straight down in front of you, palms facing each other."",""Keeping a slight bend in your elbows, raise your arms out to the sides until they are parallel to the ground."",""Pause for a moment at the top, then slowly lower your arms back down to the starting position."",""Repeat for the desired number of repetitions.""]","The dumbbell reverse fly is an exercise that targets the rear deltoids, with secondary emphasis on the trapezius and rhomboids. It is performed by hinging at the hips, keeping the back straight, and lifting dumbbells out to the sides in a controlled manner.",intermediate,strength,2026-01-03 11:42:13.611008+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0383.gif,W
384,dumbbell reverse preacher curl,upper arms,biceps,dumbbell,"[""forearms""]","[""Sit on a preacher bench with your upper arms resting on the pad and your chest against the support."",""Hold a dumbbell in each hand with an underhand grip, palms facing up."",""Keeping your upper arms stationary, exhale and curl the dumbbells as you contract your biceps."",""Continue to curl the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level."",""Hold the contracted position for a brief pause as you squeeze your biceps."",""Inhale and slowly lower the dumbbells back to the starting position."",""Repeat for the desired number of repetitions.""]","The dumbbell reverse preacher curl is an isolation exercise targeting the biceps and forearms. It is performed seated on a preacher bench, with the upper arms resting on the pad and dumbbells held in an underhand grip. The movement involves curling the dumbbells upward while keeping the upper arms stationary, emphasizing the biceps and forearm muscles.",intermediate,strength,2026-01-03 11:42:13.783987+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0384.gif,W
385,dumbbell reverse wrist curl,lower arms,forearms,dumbbell,"[""biceps"",""brachialis""]","[""Sit on a bench or chair with your feet flat on the ground."",""Hold a dumbbell in each hand with an overhand grip, palms facing down."",""Rest your forearms on your thighs, allowing your wrists to hang off the edge."",""Slowly curl your wrists upward, bringing the dumbbells towards your body."",""Pause for a moment at the top, then slowly lower the dumbbells back down to the starting position."",""Repeat for the desired number of repetitions.""]","The dumbbell reverse wrist curl is an isolation exercise targeting the forearms, specifically the extensor muscles. It is performed seated, with the forearms resting on the thighs and the wrists curling the dumbbells upward using an overhand grip.",beginner,strength,2026-01-03 11:42:13.984934+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0385.gif,W
386,dumbbell rotation reverse fly,shoulders,delts,dumbbell,"[""trapezius"",""rhomboids""]","[""Stand with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing inwards."",""Bend your knees slightly and hinge forward at the hips, keeping your back straight and chest up."",""Raise your arms out to the sides, keeping a slight bend in your elbows, until they are parallel to the floor."",""Rotate your arms so that your palms are facing downwards."",""Slowly lower your arms back to the starting position."",""Repeat for the desired number of repetitions.""]","The dumbbell rotation reverse fly is a shoulder exercise that targets the deltoids, with secondary emphasis on the trapezius and rhomboids. It involves hinging at the hips and lifting dumbbells out to the sides with a rotational component.",intermediate,strength,2026-01-03 11:42:14.253527+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0386.gif,W
387,dumbbell seated alternate front raise,shoulders,delts,dumbbell,"[""trapezius"",""biceps""]","[""Sit on a bench with your back straight and feet flat on the ground."",""Hold a dumbbell in each hand with your palms facing your body and arms extended down by your sides."",""Keeping your arms straight, raise one dumbbell in front of you until it is parallel to the ground."",""Pause for a moment at the top, then slowly lower the dumbbell back down to the starting position."",""Repeat with the other arm."",""Alternate between arms for the desired number of repetitions.""]","The dumbbell seated alternate front raise is a shoulder exercise that targets the deltoids, with secondary emphasis on the trapezius and biceps. It is performed seated, which helps stabilize the body and isolate the shoulder muscles.",beginner,strength,2026-01-03 11:42:14.452182+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0387.gif,W
388,dumbbell seated alternate press,shoulders,delts,dumbbell,"[""triceps"",""chest""]","[""Sit on a bench with a dumbbell in each hand, palms facing forward."",""Raise the dumbbells to shoulder height, with your elbows bent and palms facing forward."",""Press one dumbbell up overhead, fully extending your arm."",""Lower the dumbbell back down to shoulder height."",""Repeat with the other arm."",""Continue alternating arms for the desired number of repetitions.""]","The dumbbell seated alternate press is a shoulder exercise performed while seated, pressing one dumbbell overhead at a time in an alternating fashion. This movement targets the deltoid muscles and also engages the triceps and chest as secondary muscles.",beginner,strength,2026-01-03 11:42:14.584267+00,https://raw.githubusercontent.com/Jasonmrad1/MotionExercisesGifs/master/0388.gif,W
